nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,total_gasto_parlamentar,total_gasto_gabinete,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
Rossoni,M,42 dias,6 dias,13 dias,0 reuniões,0 reuniões,1 reuniões,23/11/1952,"175.496,02","1.081.591,49","33.763,00",-,"41.023,76","24.376,55","29.171,19","39.059,07","2.729,46",-,-,-,"701,74",-,-,-,"95.995,00","105.599,40","111.453,14","106.533,93","111.617,11","111.593,80","111.416,90","111.416,90","111.416,90","0,00",-
Rubens Bueno,M,91 dias,0 dias,1 dias,65 reuniões,0 reuniões,6 reuniões,23/05/1948,"264.622,72","1.095.692,94","33.763,00",-,"32.116,20","31.184,36","57.749,32","37.095,34","33.151,06","34.635,51","8.556,44","14.471,08","7.256,76",-,-,-,"111.253,23","106.987,97","110.646,65","108.825,69","110.646,65","110.646,65","109.798,80","106.891,90","108.742,17","338,71",-
Rubens Pereira Júnior,M,92 dias,0 dias,0 dias,35 reuniões,0 reuniões,16 reuniões,18/03/1984,"356.112,25","1.112.962,74","33.763,00",-,"43.788,65","49.953,73","45.113,71","46.779,13","44.355,44","12.257,09","27.387,79","27.391,12","25.830,93",-,-,-,"110.819,94","111.380,59","111.194,31","111.365,22","111.380,59","111.099,21","111.380,59","111.393,12","111.568,58","21,90",-
Rubens Otoni,M,75 dias,5 dias,12 dias,11 reuniões,2 reuniões,19 reuniões,06/02/1956,"300.711,49","1.113.548,29","33.763,00",-,"38.194,47","41.561,05","41.744,76","46.402,99","29.613,60","32.364,01","12.903,41","6.401,63","18.755,30",-,-,-,"111.544,41","111.544,41","111.501,56","111.544,41","111.004,56","111.429,17","111.429,17","111.429,17","110.577,02","0,00",-
Rui Falcão,M,87 dias,0 dias,5 dias,46 reuniões,0 reuniões,9 reuniões,26/11/1943,"303.728,09","1.111.143,21","33.763,00",-,"52.337,32","42.161,06","41.707,80","44.047,45","30.798,56","25.457,29","16.247,47","11.501,64","4.594,84",-,-,-,"111.162,30","111.162,30","110.682,51","111.162,30","111.162,30","111.162,30","111.162,30","111.162,30","111.162,30","312,73",-
Sanderson,M,89 dias,1 dias,2 dias,61 reuniões,0 reuniões,17 reuniões,01/12/1969,"366.762,57","1.099.778,40","33.763,00",-,"40.802,71","53.845,45","48.706,99","35.943,44","42.505,85","39.027,03","29.437,05","28.130,75","9.907,64",-,-,-,"107.480,38","109.483,26","111.119,86","111.119,86","110.913,82","107.219,92","111.653,64","111.653,64","111.653,64","543,07",-
Samuel Moreira,M,88 dias,3 dias,1 dias,45 reuniões,2 reuniões,3 reuniões,09/02/1963,"285.184,26","1.071.296,58","33.763,00",-,"25.557,73","40.933,34","38.706,58","50.610,63","35.099,02","21.805,45","22.925,53","7.648,25","22.973,66",-,-,-,"104.766,87","107.428,02","109.925,19","108.475,26","106.920,40","110.435,32","105.277,21","100.395,58","106.769,35","0,00",-
Ruy Carneiro,M,79 dias,12 dias,1 dias,17 reuniões,9 reuniões,8 reuniões,17/08/1970,"298.537,83","1.113.165,15","33.763,00",-,"42.973,86","56.349,51","35.887,63","42.187,85","21.876,48","14.050,68","4.363,86","559,91","59.100,48",-,-,-,"111.395,79","111.180,85","111.550,47","111.301,37","111.320,37","110.214,42","111.550,47","111.550,47","111.550,47","320,80",-
Sandro Alex,M,65 dias,0 dias,3 dias,35 reuniões,0 reuniões,13 reuniões,25/11/1972,"180.454,37","637.942,05","33.763,00",-,-,-,"47.899,43","31.017,32","24.298,17","37.183,26","10.998,80","4.916,86","23.515,41",-,-,-,"0,00","0,00","87.036,26","69.926,13","87.826,98","94.352,24","97.459,50","97.459,50","103.881,44","625,12",-
Wilson Santiago,M,83 dias,4 dias,5 dias,4 reuniões,1 reuniões,31 reuniões,10/06/1957,"317.146,93","1.113.534,57","33.763,00",-,"31.771,02","37.471,51","41.459,58","42.306,88","17.270,03","59.218,14","39.103,16","6.056,23","11.543,92",-,-,-,"111.556,03","110.472,05","111.316,59","111.429,07","111.277,46","111.311,90","111.544,34","111.544,34","111.544,34","597,19",-
Zé Carlos,M,77 dias,15 dias,0 dias,1 reuniões,0 reuniões,0 reuniões,26/05/1955,"358.108,53","1.100.240,21","33.763,00",-,"34.076,57","52.451,67","49.235,77","56.019,27","38.194,51","39.063,35","26.889,26","22.924,56","3.359,81",-,-,-,"111.046,99","111.103,15","111.043,48","106.832,08","110.100,74","111.389,82","109.743,83","107.342,40","110.590,73","1.017,32",-
Wolney Queiroz,M,82 dias,10 dias,0 dias,2 reuniões,5 reuniões,33 reuniões,12/12/1972,"270.763,67","1.115.322,00","33.763,00",-,"23.566,54","35.336,53","66.224,67","30.994,45","21.880,28","15.898,60","18.340,68","27.414,61","15.928,08",-,-,-,"111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","135,22",-
Zé Neto,M,83 dias,6 dias,3 dias,54 reuniões,0 reuniões,7 reuniões,30/03/1964,"327.359,38","1.072.580,28","33.763,00",-,"24.451,08","44.445,51","32.644,89","53.822,92","40.002,57","24.693,20","26.270,76","8.182,14","22.220,00",-,-,-,"108.164,81","106.195,45","107.442,69","109.255,70","107.878,99","106.497,60","106.497,60","106.497,60","106.325,02","0,00",-
Zé Silva,M,81 dias,4 dias,7 dias,46 reuniões,6 reuniões,42 reuniões,11/05/1963,"272.945,30","1.088.859,17","33.763,00",-,"23.281,74","58.030,74","51.011,56","45.654,35","24.752,96","20.633,31","16.662,24","7.130,92","12.197,76",-,-,-,"108.014,11","107.883,21","108.831,65","103.238,92","109.953,60","109.039,66","111.653,63","111.653,63","110.576,65","0,00",-
Zeca Dirceu,M,75 dias,10 dias,7 dias,9 reuniões,4 reuniões,22 reuniões,21/06/1978,"355.256,89","1.089.445,65","33.763,00",-,"33.224,73","52.793,19","57.184,71","47.568,26","29.897,60","36.352,08","15.418,42","9.617,40","34.877,93",-,-,-,"111.077,16","107.757,43","107.404,64","108.634,49","103.768,48","108.159,53","108.272,04","111.647,36","111.647,36","0,00",-
Zé Vitor,M,73 dias,16 dias,3 dias,26 reuniões,12 reuniões,15 reuniões,01/11/1984,"230.560,33","1.112.005,71","33.763,00",-,"41.836,76","29.417,95","26.392,47","31.715,89","27.638,60","9.780,96","4.941,65","5.612,06","27.149,16",-,-,-,"108.697,96","111.507,97","111.165,15","111.507,97","111.507,97","111.507,97","111.507,97","111.507,97","111.507,97","0,00",-
Sargento Fahur,M,92 dias,0 dias,0 dias,27 reuniões,0 reuniões,2 reuniões,06/11/1963,"234.354,10","703.510,23","33.763,00",-,"13.404,82","31.325,22","24.388,06","52.086,32","22.309,23","29.172,80","14.543,32","12.015,50","7.356,54",-,-,-,"69.549,81","73.341,81","73.341,81","73.341,81","73.341,81","73.341,81","67.133,94","66.705,81","66.705,81","1.413,64",-
Sérgio Brito,M,69 dias,10 dias,13 dias,6 reuniões,4 reuniões,20 reuniões,08/06/1961,"346.032,56","1.114.170,62","33.763,00",-,"42.654,52","52.570,85","38.621,82","42.077,69","34.830,22","44.740,63","15.255,91","11.831,58","16.539,03",-,-,-,"111.637,96","111.607,20","111.538,25","111.538,25","111.179,96","111.280,54","111.378,74","111.647,19","110.850,06","1.246,71",-
Sebastião Oliveira,M,61 dias,31 dias,0 dias,2 reuniões,10 reuniões,9 reuniões,31/08/1968,"368.210,84","1.105.562,32","33.763,00",-,"61.997,85","45.761,75","40.852,42","50.783,90","33.153,10","37.014,05","32.841,73","22.279,93","10.154,47",-,-,-,"111.550,40","111.151,62","111.550,40","108.271,62","111.283,71","107.107,52","111.550,44","111.475,23","110.070,98","759,93",-
Sergio Souza,M,84 dias,4 dias,4 dias,20 reuniões,0 reuniões,0 reuniões,13/03/1971,"356.816,76","1.083.098,44","33.763,00",-,"38.116,97","56.387,62","53.792,86","38.979,42","36.334,73","28.323,07","27.848,37","7.279,42","25.087,44",-,-,-,"111.598,82","111.598,82","95.170,25","108.459,16","107.026,01","111.202,02","111.526,06","111.526,06","111.526,06","0,00",-
Sergio Toledo,M,47 dias,44 dias,1 dias,1 reuniões,20 reuniões,1 reuniões,29/01/1962,"285.443,15","1.115.988,90","33.763,00",-,"39.363,12","39.439,74","29.762,44","40.960,33","19.142,21","17.310,55","25.965,33","22.299,28","20.952,44",-,-,-,"111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","0,00",-
Silas Câmara,M,68 dias,16 dias,8 dias,14 reuniões,16 reuniões,19 reuniões,15/12/1962,"368.160,41","1.074.101,37","33.763,00",-,"30.068,31","89.746,79","26.361,91","49.917,31","26.004,72","3.334,78","49.845,67","36.031,91","3.337,26",-,-,-,"110.638,64","109.858,49","104.374,60","104.374,60","105.000,60","106.461,25","107.232,58","107.789,66","107.692,99","0,00",-
Silvio Costa Filho,M,80 dias,6 dias,6 dias,31 reuniões,2 reuniões,6 reuniões,05/03/1982,"393.355,25","1.114.520,69","33.763,00",-,"33.467,56","50.370,63","48.544,47","44.280,75","36.480,91","35.984,13","48.988,28","27.163,19","37.195,95",-,-,-,"111.550,59","111.327,92","110.788,05","111.550,59","111.550,59","111.550,59","111.550,59","111.550,59","111.550,59","0,00",-
Severino Pessoa,M,79 dias,6 dias,7 dias,13 reuniões,2 reuniões,16 reuniões,06/02/1970,"347.869,75","1.087.308,07","33.763,00",-,"40.975,67","38.983,26","46.528,02","51.480,91","20.039,00","12.962,54","10.449,32","2,30","70.000,00",-,-,-,"107.456,07","110.847,44","109.624,62","108.039,99","110.681,41","110.195,41","109.900,71","111.249,56","101.856,79","0,00",-
Sóstenes Cavalcante,M,90 dias,1 dias,1 dias,22 reuniões,3 reuniões,50 reuniões,16/01/1975,"282.852,51","1.110.795,89","33.763,00",-,"36.686,76","37.385,24","42.574,72","34.187,85","33.422,21","27.180,57","16.640,69","10.097,79","11.563,72",-,-,-,"111.471,65","110.392,32","110.901,44","109.919,18","110.898,63","111.435,26","111.435,26","111.435,26","111.435,26","467,89",-
Tiririca,M,69 dias,21 dias,2 dias,4 reuniões,8 reuniões,8 reuniões,01/05/1965,"191.016,33","1.094.487,90","33.763,00",-,"20.999,68","20.819,91","28.371,73","22.736,94","25.748,36","27.555,21","15.056,32","13.606,42","5.377,58",-,-,-,"111.143,93","111.048,44","111.598,88","111.598,88","111.598,88","111.598,88","105.364,04","104.696,02","104.696,02","0,00",-
Stefano Aguiar,M,75 dias,10 dias,7 dias,7 reuniões,7 reuniões,9 reuniões,03/03/1976,"285.738,03","1.105.220,16","33.763,00",-,"34.395,67","41.449,67","36.140,38","37.761,02","32.186,87","29.189,44","19.927,58","17.465,41","4.443,71",-,-,-,"111.507,96","111.507,96","111.507,96","111.507,96","109.724,62","109.724,62","109.724,62","109.724,62","108.781,88","500,62",-
Subtenente Gonzaga,M,86 dias,3 dias,3 dias,95 reuniões,2 reuniões,15 reuniões,31/05/1962,"321.138,71","1.107.163,31","33.763,00",-,"23.219,41","37.183,66","54.538,56","43.427,86","30.205,10","35.399,21","27.745,12","24.901,42","21.907,68",-,-,-,"111.544,49","111.535,88","110.137,20","111.461,97","109.363,20","110.137,20","110.137,20","110.137,20","111.164,48","342,55",-
Tadeu Alencar,M,82 dias,9 dias,1 dias,43 reuniões,15 reuniões,39 reuniões,08/04/1963,"369.922,73","913.256,03","33.763,00",-,"34.787,81","47.035,48","53.943,06","52.313,50","36.506,38","38.165,37","27.985,97","34.985,40","11.319,38",-,-,-,"82.100,84","82.100,84","83.823,55","82.100,84","94.672,90","99.931,87","102.657,96","102.657,96","101.108,43","718,51",-
Tiago Mitraud,M,92 dias,0 dias,0 dias,107 reuniões,0 reuniões,7 reuniões,15/08/1986,"27.647,47","408.211,46","33.763,00",-,"3.135,34","2.309,40","8.067,83","2.560,68","4.398,55","2.855,86","216,89","191,77","344,58",-,-,-,"31.959,96","43.996,79","55.384,47","52.593,10","56.148,88","53.361,59","43.944,69","14.691,41","21.331,71","0,00",-
Tiago Dimas,M,89 dias,0 dias,3 dias,9 reuniões,0 reuniões,1 reuniões,04/08/1988,"339.544,34","1.093.177,33","33.763,00",-,"42.885,58","64.235,29","20.107,35","54.312,34","27.029,27","25.908,66","11.604,28","48.026,14","14.528,62",-,-,-,"109.190,74","109.190,74","108.805,07","109.190,74","110.517,32","111.287,52","109.789,26","103.714,49","110.484,48","5.699,75",-
Tito,M,92 dias,0 dias,0 dias,27 reuniões,0 reuniões,7 reuniões,17/11/1976,"277.582,97","1.115.576,55","33.763,00",-,"31.777,19","27.564,37","81.946,39","31.159,96","12.029,60","20.240,56","18.796,03","10.779,49","12.788,08",-,-,-,"111.587,05","111.587,05","111.498,03","111.564,01","111.550,67","111.550,67","111.550,67","111.550,67","111.550,68","0,00",-
Túlio Gadêlha,M,84 dias,8 dias,0 dias,53 reuniões,16 reuniões,61 reuniões,12/11/1987,"378.962,88","1.104.734,62","33.763,00",-,"33.060,63","55.862,54","59.826,44","51.086,03","34.741,72","31.903,99","31.005,22","24.904,26","33.878,06",-,-,-,"110.985,67","111.288,65","111.665,84","110.232,48","110.955,10","108.096,17","108.686,96","111.593,09","109.795,26","492,43",-
Toninho Wandscheer,M,81 dias,4 dias,7 dias,3 reuniões,0 reuniões,2 reuniões,31/08/1950,"305.031,20","1.090.237,69","33.763,00",-,"39.307,55","48.754,02","33.128,88","48.076,79","24.222,67","17.864,61","13.310,97","6.776,98","31.802,06",-,-,-,"111.665,71","111.665,71","106.352,43","111.665,71","103.305,77","105.808,24","109.253,63","109.427,39","109.427,39","8,88",-
